Customer ID;Age;Gender;Location;Subscription Status;Previous Purchases;Preferred Payment Method;Frequency of Purchases
2694;57;Male;Massachusetts;No;40;Credit Card;Annually
2925;47;Male;Nevada;No;45;Debit Card;Quarterly
2340;40;Male;Iowa;No;20;PayPal;Fortnightly
4940;52;Male;Michigan;No;11;Credit Card;Weekly
3746;40;Male;West Virginia;No;50;Debit Card;Monthly
8342;67;Male;Indiana;No;25;Debit Card;Quarterly
7387;67;Male;Indiana;No;5;Credit Card;Fortnightly
2972;37;Male;Georgia;No;4;Venmo;Annually
2068;67;Male;Minnesota;No;25;Credit Card;Weekly
9772;64;Male;Louisiana;No;11;Bank Transfer;Fortnightly
5547;28;Male;Maryland;No;4;Credit Card;Bi-Weekly
2269;54;Male;Pennsylvania;No;1;Venmo;Monthly
1158;54;Male;Louisiana;No;48;PayPal;Every 3 Months
4431;24;Male;Maryland;No;9;Venmo;Every 3 Months
3727;27;Male;Tennessee;No;2;PayPal;Fortnightly
8171;53;Male;Illinois;No;4;Cash;Quarterly
3958;32;Male;Wyoming;No;43;PayPal;Fortnightly
4685;24;Male;Florida;No;32;Bank Transfer;Annually
7015;45;Male;Massachusetts;No;1;Cash;Quarterly
1671;49;Male;Tennessee;No;38;Debit Card;Fortnightly
8655;51;Male;Iowa;No;25;PayPal;Fortnightly
9485;69;Male;Michigan;No;42;PayPal;Quarterly
7934;41;Male;Kansas;No;99999;PayPal;Monthly
5320;59;Male;Georgia;No;21;Debit Card;Quarterly
8800;26;Male;West Virginia;No;26;PayPal;Fortnightly
3824;23;Male;Tennessee;No;6;Credit Card;Fortnightly
9466;62;Male;Arkansas;No;14;Venmo;Quarterly
3840;69;Male;Vermont;No;4;Cash;Quarterly
7625;46;Male;Virginia;No;26;Bank Transfer;Weekly
3418;35;Male;Maryland;No;39;PayPal;Bi-Weekly
4840;32;Male;Connecticut;No;99999;PayPal;Annually
4222;46;Male;Missouri;No;1;Venmo;Every 3 Months
7146;33;Male;New Jersey;No;28;Venmo;Monthly
7686;32;Male;Arkansas;No;17;Cash;Weekly
6621;33;Male;Nevada;No;24;Credit Card;Weekly
4099;67;Male;Missouri;No;29;Debit Card;Quarterly
4038;67;Male;South Dakota;No;18;Cash;Every 3 Months
3267;42;Male;Connecticut;No;10;Debit Card;Bi-Weekly
3422;20;Male;Vermont;No;19;Cash;Quarterly
3452;39;Male;Tennessee;No;26;Debit Card;Monthly
2604;26;Male;California;No;25;Cash;Bi-Weekly
3207;51;Male;Wyoming;No;2;Debit Card;Fortnightly
3787;31;Male;New York;No;19;PayPal;Every 3 Months
6646;68;Male;Maine;No;32;Cash;Quarterly
9613;44;Male;Georgia;No;13;Cash;Bi-Weekly
4776;18;Male;Tennessee;No;30;PayPal;Fortnightly
1074;58;Male;New Mexico;No;2;Credit Card;Annually
6940;26;Male;Virginia;No;8;PayPal;Quarterly
8771;57;Male;Florida;No;27;PayPal;Every 3 Months
2170;37;Male;Alabama;No;26;Venmo;Bi-Weekly
3156;24;Male;Texas;No;3;Debit Card;Bi-Weekly
5447;57;Male;West Virginia;No;4;Bank Transfer;Monthly
4601;48;Male;Nevada;No;5;Cash;Fortnightly
4442;39;Male;Virginia;No;25;Debit Card;Quarterly
9239;51;Male;Wisconsin;No;47;PayPal;Bi-Weekly
7472;57;Male;Virginia;No;8;Credit Card;Fortnightly
2336;53;Male;Maine;No;20;Debit Card;Fortnightly
1700;70;Male;Massachusetts;No;42;Bank Transfer;Every 3 Months
7419;60;Male;Arkansas;No;20;Bank Transfer;Weekly
4639;31;Male;Idaho;No;23;Cash;Fortnightly
7621;41;Male;Pennsylvania;No;26;Cash;Quarterly
3259;62;Male;Maine;No;48;Venmo;Quarterly
6625;59;Male;Alabama;No;16;Cash;Bi-Weekly
6131;46;Male;Idaho;No;28;Cash;Bi-Weekly
6562;62;Male;Arkansas;No;39;PayPal;Weekly
6617;42;Male;Delaware;No;43;Debit Card;Fortnightly
2751;37;Male;Maine;No;45;Bank Transfer;Every 3 Months
9843;50;Male;Nebraska;No;50;Credit Card;Every 3 Months
5324;29;Male;Ohio;No;10;Venmo;Bi-Weekly
9393;25;Male;Montana;No;40;PayPal;Quarterly
5606;66;Male;New Mexico;No;38;Credit Card;Monthly
4231;21;Male;North Carolina;No;2;Credit Card;Monthly
6429;46;Male;South Carolina;No;13;Cash;Annually
5954;57;Male;Illinois;No;33;Venmo;Annually
8455;61;Male;Alabama;No;27;PayPal;Monthly
8954;53;Male;Oklahoma;No;43;Bank Transfer;Weekly
8751;37;Male;Minnesota;No;46;Cash;Weekly
6661;39;Male;Illinois;No;7;Venmo;Bi-Weekly
8870;53;Male;Arkansas;No;35;Credit Card;Fortnightly
5446;35;Male;Minnesota;No;31;Debit Card;Bi-Weekly
3588;69;Male;South Carolina;No;42;Venmo;Quarterly
3143;66;Male;New York;No;14;PayPal;Bi-Weekly
5630;19;Male;Alabama;No;35;Venmo;Monthly
5178;47;Male;New York;No;99999;PayPal;Weekly
6067;49;Male;Missouri;No;17;PayPal;Fortnightly
1841;31;Male;Georgia;No;26;PayPal;Quarterly
9146;39;Male;Oklahoma;No;30;Cash;Every 3 Months
7774;58;Male;Connecticut;No;32;Cash;Annually
9459;45;Male;Michigan;No;35;Bank Transfer;Quarterly
2408;68;Male;Rhode Island;No;15;Venmo;Annually
8186;35;Male;Mississippi;No;10;Debit Card;Annually
4039;65;Male;Massachusetts;No;14;Credit Card;Monthly
7134;45;Male;New Hampshire;No;30;Bank Transfer;Annually
1388;19;Male;Wyoming;No;16;Credit Card;Fortnightly
8571;65;Male;New Jersey;No;14;PayPal;Annually
9308;28;Male;Texas;No;28;Bank Transfer;Weekly
8263;55;Male;Minnesota;No;29;PayPal;Monthly
1560;66;Male;South Dakota;No;5;PayPal;Every 3 Months
4214;29;Male;Washington;No;17;Bank Transfer;Quarterly
6556;56;Male;California;No;50;PayPal;Weekly
9258;21;Male;Wisconsin;No;23;Bank Transfer;Quarterly
3521;32;Male;Michigan;No;22;Debit Card;Annually
8253;54;Male;South Carolina;No;15;Cash;Quarterly
7919;61;Male;Indiana;No;99999;Cash;Monthly
4266;31;Male;Arkansas;No;5;Bank Transfer;Monthly
2428;27;Male;Oregon;No;6;Bank Transfer;Bi-Weekly
8785;64;Male;Illinois;No;44;Debit Card;Fortnightly
2610;60;Male;Maryland;No;23;Cash;Fortnightly
1583;70;Male;Vermont;No;44;Venmo;Monthly
2047;36;Male;Texas;No;3;Debit Card;Quarterly
2327;56;Male;Nebraska;No;14;Cash;Monthly
8581;69;Male;South Carolina;No;37;PayPal;Quarterly
1397;39;Male;Massachusetts;No;22;Bank Transfer;Weekly
4667;38;Male;Texas;No;2;PayPal;Every 3 Months
4796;36;Male;Florida;No;44;Debit Card;Fortnightly
9722;46;Male;South Carolina;No;49;Debit Card;Monthly
6917;59;Male;Florida;No;22;Debit Card;Bi-Weekly
4189;64;Male;Nebraska;No;99999;Bank Transfer;Annually
4006;49;Male;Hawaii;No;40;Debit Card;Weekly
7699;32;Male;Montana;No;16;PayPal;Quarterly
5761;29;Male;South Dakota;No;17;Debit Card;Bi-Weekly
7371;24;Male;Alabama;No;48;Bank Transfer;Bi-Weekly
4012;41;Male;Arkansas;No;28;Venmo;Every 3 Months
2601;41;Male;Mississippi;No;26;Credit Card;Fortnightly
7151;32;Male;Vermont;No;43;Bank Transfer;Quarterly
1801;69;Male;New York;No;38;Debit Card;Weekly
2120;65;Male;North Dakota;No;36;Cash;Every 3 Months
5442;54;Male;Wisconsin;No;1;Credit Card;Weekly
5970;39;Male;California;No;49;Debit Card;Annually
1779;37;Male;Maryland;No;41;Credit Card;Every 3 Months
5527;51;Male;Massachusetts;No;21;Debit Card;Monthly
9448;26;Male;Washington;No;24;Bank Transfer;Quarterly
2152;42;Male;Minnesota;No;27;Bank Transfer;Weekly
2532;21;Male;Washington;No;4;Debit Card;Annually
6245;53;Male;South Carolina;No;19;Venmo;Annually
3446;36;Male;New Mexico;No;1;Bank Transfer;Fortnightly
8943;21;Male;North Carolina;No;27;Debit Card;Annually
4695;33;Male;Iowa;No;5;Credit Card;Weekly
6069;49;Male;Louisiana;No;20;Venmo;Quarterly
6138;31;Male;Oklahoma;No;99999;PayPal;Annually
1906;68;Male;Michigan;No;36;Cash;Fortnightly
9500;49;Male;Oregon;No;12;Bank Transfer;Bi-Weekly
9878;23;Male;Idaho;No;99999;Cash;Monthly
6268;30;Male;Indiana;No;99999;Venmo;Weekly
2976;53;Male;New Mexico;No;47;Venmo;Weekly
1876;65;Male;South Carolina;No;38;Venmo;Bi-Weekly
2695;60;Male;Vermont;No;40;Credit Card;Every 3 Months
5522;46;Male;Delaware;No;35;PayPal;Quarterly
9541;54;Male;North Dakota;No;4;Credit Card;Quarterly
8641;59;Male;California;No;28;Venmo;Every 3 Months
8082;52;Male;Montana;No;36;Debit Card;Every 3 Months
7009;41;Male;Missouri;No;15;Bank Transfer;Annually
6371;43;Male;Tennessee;No;7;Cash;Fortnightly
3569;63;Male;Virginia;No;29;PayPal;Every 3 Months
8306;37;Male;Vermont;No;12;Debit Card;Annually
9352;44;Male;Rhode Island;No;16;Bank Transfer;Bi-Weekly
3720;67;Male;Kansas;No;50;Debit Card;Bi-Weekly
9961;27;Male;Colorado;No;11;Debit Card;Annually
7598;60;Male;Georgia;No;28;Debit Card;Quarterly
3655;58;Male;Nebraska;No;36;Venmo;Bi-Weekly
6257;53;Male;Missouri;No;38;PayPal;Quarterly
6438;43;Male;Alaska;No;32;Bank Transfer;Monthly
1655;32;Male;Virginia;No;42;Debit Card;Weekly
2898;54;Male;Nebraska;No;22;Debit Card;Bi-Weekly
5148;47;Male;Rhode Island;No;22;Venmo;Quarterly
7407;57;Male;New Hampshire;No;31;PayPal;Quarterly
2070;63;Male;Alabama;No;28;Credit Card;Monthly
1838;70;Male;North Carolina;No;40;Debit Card;Weekly
4001;62;Male;New Mexico;No;21;PayPal;Weekly
5297;40;Male;Minnesota;No;12;PayPal;Every 3 Months
1661;25;Male;Arizona;No;33;Credit Card;Annually
7212;19;Male;Montana;No;9;Bank Transfer;Fortnightly
9916;25;Male;Vermont;No;15;Debit Card;Weekly
2639;21;Male;Maine;No;13;Bank Transfer;Annually
9779;55;Male;Virginia;No;35;Credit Card;Fortnightly
5421;34;Male;California;No;1;Debit Card;Every 3 Months
8453;47;Male;New York;No;99999;Bank Transfer;Fortnightly
6926;27;Male;Indiana;No;20;Credit Card;Every 3 Months
1258;67;Male;Mississippi;No;36;Venmo;Quarterly
3399;40;Male;New York;No;33;Cash;Weekly
9928;53;Male;New Mexico;No;36;Cash;Fortnightly
1827;24;Male;Kentucky;No;32;PayPal;Annually
9758;47;Male;North Dakota;No;21;Venmo;Quarterly
1423;53;Male;Arkansas;No;48;Venmo;Bi-Weekly
4870;47;Male;Maryland;No;25;PayPal;Quarterly
7432;38;Male;Connecticut;No;32;PayPal;Annually
7290;48;Male;Utah;No;45;PayPal;Every 3 Months
5029;47;Male;Missouri;No;4;Cash;Fortnightly
7871;19;Male;Nebraska;No;19;PayPal;Bi-Weekly
7966;38;Male;Hawaii;No;1;Bank Transfer;Weekly
9322;57;Male;Illinois;No;12;Cash;Weekly
1501;70;Male;Vermont;No;18;Venmo;Monthly
8896;38;Male;New Jersey;No;43;Bank Transfer;Bi-Weekly
3079;35;Male;Kentucky;No;31;PayPal;Annually
1968;46;Male;Wyoming;No;33;Cash;Every 3 Months
2411;32;Male;Hawaii;No;46;PayPal;Monthly
3576;38;Male;Missouri;No;41;Debit Card;Bi-Weekly
7221;41;Male;Mississippi;No;41;Venmo;Fortnightly
5251;19;Male;Massachusetts;No;9;Bank Transfer;Fortnightly
1708;18;Male;Louisiana;No;99999;Cash;Annually
1022;45;Male;West Virginia;No;21;PayPal;Annually
2662;23;Male;Washington;No;5;Debit Card;Fortnightly
2632;60;Male;Oregon;No;32;PayPal;Weekly
3998;52;Male;New York;No;44;Bank Transfer;Monthly
4883;42;Male;Iowa;No;46;PayPal;Bi-Weekly
7768;29;Male;Idaho;No;99999;Credit Card;Every 3 Months
9388;31;Male;New Jersey;No;50;Credit Card;Bi-Weekly
2753;30;Male;Ohio;No;33;Venmo;Fortnightly
6415;23;Male;Connecticut;No;32;Cash;Quarterly
5729;31;Male;Florida;No;32;Bank Transfer;Bi-Weekly
8427;40;Male;South Carolina;No;37;Venmo;Every 3 Months
7247;39;Male;Missouri;No;9;Cash;Fortnightly
3531;28;Male;Rhode Island;No;6;PayPal;Fortnightly
3781;23;Male;Delaware;No;36;Venmo;Quarterly
3704;42;Male;Colorado;No;1;Cash;Annually
6483;68;Male;Nebraska;No;48;Credit Card;Fortnightly
7121;24;Male;Vermont;No;44;Debit Card;Quarterly
2670;24;Male;Montana;No;9;PayPal;Bi-Weekly
7107;21;Male;Florida;No;99999;Venmo;Annually
2844;49;Male;Delaware;No;14;PayPal;Monthly
2641;41;Male;Connecticut;No;43;Cash;Quarterly
4917;22;Male;Hawaii;No;32;Bank Transfer;Bi-Weekly
4568;42;Male;New Mexico;No;26;Venmo;Bi-Weekly
6998;30;Male;Kansas;No;99999;Cash;Monthly
9208;38;Male;Nevada;No;16;PayPal;Every 3 Months
6639;40;Male;North Carolina;No;50;Debit Card;Every 3 Months
5412;55;Male;New Mexico;No;6;PayPal;Every 3 Months
4907;37;Male;Idaho;No;20;PayPal;Annually
6666;41;Male;California;No;9;Credit Card;Weekly
9197;38;Male;Wisconsin;No;47;Credit Card;Bi-Weekly
8389;42;Male;Alaska;No;33;Credit Card;Annually
4452;26;Male;Pennsylvania;No;46;Cash;Bi-Weekly
3724;41;Male;Virginia;No;9;Credit Card;Monthly
3101;27;Male;California;No;99999;PayPal;Monthly
2448;61;Male;Kentucky;No;48;Bank Transfer;Quarterly
8364;58;Male;New York;No;2;Cash;Monthly
2240;25;Male;Vermont;No;31;PayPal;Weekly
6410;33;Male;Pennsylvania;No;40;Venmo;Monthly
9099;57;Male;New York;No;35;Venmo;Monthly
2302;39;Male;North Carolina;No;40;Debit Card;Monthly
9165;60;Male;Wyoming;No;27;Debit Card;Every 3 Months
8924;39;Male;Ohio;No;10;Venmo;Annually
8612;42;Male;Alabama;No;23;Credit Card;Weekly
5976;53;Male;Rhode Island;No;32;Cash;Quarterly
8256;20;Male;Oregon;No;6;Debit Card;Monthly
8597;46;Male;North Dakota;No;27;PayPal;Weekly
8166;46;Male;Illinois;No;99999;Bank Transfer;Fortnightly
5671;69;Male;New Mexico;No;11;Credit Card;Annually
8192;28;Male;Colorado;No;23;PayPal;Monthly
7057;42;Male;Utah;No;44;Bank Transfer;Quarterly
7076;30;Male;Virginia;No;99999;PayPal;Fortnightly
6599;50;Male;Maine;No;45;Debit Card;Every 3 Months
7708;59;Male;Nebraska;No;22;Bank Transfer;Quarterly
2228;54;Male;Hawaii;No;18;Debit Card;Quarterly
2103;50;Male;Idaho;No;20;Debit Card;Weekly
4996;25;Male;West Virginia;No;99999;Credit Card;Fortnightly
2055;41;Male;Vermont;No;15;Venmo;Bi-Weekly
7972;35;Male;Indiana;No;42;Bank Transfer;Fortnightly
2118;67;Male;Idaho;No;99999;Debit Card;Quarterly
3739;33;Male;Minnesota;No;16;Bank Transfer;Fortnightly
9148;19;Male;Wyoming;No;47;Cash;Annually
7810;25;Male;Kansas;No;34;Credit Card;Annually
3074;32;Male;Georgia;No;30;Credit Card;Weekly
7691;30;Male;Kansas;No;5;PayPal;Quarterly
8725;18;Male;Nebraska;No;38;Cash;Quarterly
5411;38;Male;Washington;No;18;Credit Card;Annually
5290;22;Male;Missouri;No;28;Cash;Annually
8471;40;Male;Washington;No;42;Credit Card;Fortnightly
4669;54;Male;Kansas;No;5;Credit Card;Weekly
4139;70;Male;Minnesota;No;50;Venmo;Monthly
6812;52;Male;Colorado;No;99999;Venmo;Fortnightly
9672;34;Male;Utah;No;1;Credit Card;Weekly
7588;65;Male;North Carolina;No;14;Cash;Fortnightly
8138;38;Male;Florida;No;48;Credit Card;Monthly
8985;35;Male;New Hampshire;No;26;Cash;Weekly
1500;40;Male;Illinois;No;99999;Credit Card;Annually
6760;23;Male;Louisiana;No;18;Debit Card;Fortnightly
7390;45;Male;Alabama;No;31;Venmo;Every 3 Months
5677;40;Male;Florida;No;18;Debit Card;Weekly
3542;42;Male;Alabama;No;41;Credit Card;Every 3 Months
2805;57;Male;California;No;18;Debit Card;Every 3 Months
1798;18;Male;Maryland;No;3;Bank Transfer;Bi-Weekly
5983;18;Male;Nevada;No;5;Credit Card;Bi-Weekly
1984;56;Male;Massachusetts;No;13;Debit Card;Annually
1942;35;Male;South Carolina;No;99999;PayPal;Annually
3502;49;Male;Delaware;No;45;PayPal;Fortnightly
3342;49;Male;Hawaii;No;39;PayPal;Every 3 Months
2869;34;Male;Florida;No;18;Venmo;Annually
6807;63;Male;Rhode Island;No;19;PayPal;Fortnightly
3596;42;Male;Wyoming;No;29;Debit Card;Weekly
5271;41;Male;Colorado;No;19;Credit Card;Weekly
6711;26;Male;Virginia;No;22;Debit Card;Monthly
4359;48;Male;Nebraska;No;21;Bank Transfer;Annually
9033;62;Male;Oklahoma;No;22;PayPal;Monthly
7610;24;Male;North Dakota;No;44;PayPal;Every 3 Months
2506;48;Male;Michigan;No;42;Bank Transfer;Quarterly
5043;31;Male;California;No;33;Credit Card;Quarterly
9215;41;Male;Tennessee;No;6;Bank Transfer;Annually
7099;24;Male;Ohio;No;44;Credit Card;Every 3 Months
1076;60;Male;Florida;No;24;Cash;Annually
7553;38;Male;Missouri;No;16;PayPal;Quarterly
4377;58;Male;South Carolina;No;12;Bank Transfer;Fortnightly
8085;53;Male;Arizona;No;50;PayPal;Monthly
3500;44;Male;Indiana;No;42;Cash;Quarterly
9908;51;Male;North Dakota;No;50;PayPal;Monthly
3579;36;Male;Montana;No;99999;PayPal;Quarterly
8021;20;Male;Missouri;No;32;Debit Card;Weekly
2001;32;Male;Kentucky;No;37;Venmo;Weekly
6011;66;Male;Georgia;No;15;Bank Transfer;Monthly
8790;49;Male;Kentucky;No;27;Credit Card;Annually
4933;27;Male;Georgia;No;7;Venmo;Weekly
7769;29;Male;Alaska;No;49;PayPal;Quarterly
6733;29;Male;Maine;No;44;PayPal;Monthly
9865;55;Male;New Mexico;No;13;PayPal;Bi-Weekly
4594;57;Male;New York;No;38;PayPal;Fortnightly
4332;29;Male;Oklahoma;No;10;Debit Card;Weekly
3194;31;Male;Wyoming;No;25;Debit Card;Weekly
4783;25;Male;Alabama;No;18;Credit Card;Quarterly
9245;61;Male;Maryland;No;6;Cash;Every 3 Months
2165;53;Male;West Virginia;No;35;Bank Transfer;Quarterly
1556;22;Male;Kentucky;No;31;Credit Card;Fortnightly
2388;28;Male;Kansas;No;41;Bank Transfer;Annually
9220;18;Male;Idaho;No;8;Credit Card;Annually
6532;44;Male;Ohio;No;34;Credit Card;Fortnightly
6643;32;Male;Iowa;No;20;Venmo;Annually
1853;34;Male;Michigan;No;38;PayPal;Every 3 Months
4768;67;Male;South Dakota;No;35;Venmo;Quarterly
8861;66;Male;Nebraska;No;6;Debit Card;Annually
2072;28;Male;California;No;50;PayPal;Weekly
7038;70;Male;Nevada;No;47;Venmo;Weekly
6495;37;Male;Kansas;No;23;PayPal;Quarterly
2429;28;Male;Ohio;No;13;Credit Card;Quarterly
4197;43;Male;Vermont;No;31;Debit Card;Monthly
3624;37;Male;Georgia;No;16;Debit Card;Every 3 Months
3291;54;Male;Maryland;No;40;Debit Card;Annually
2241;50;Male;Connecticut;No;45;PayPal;Quarterly
7786;46;Male;Washington;No;50;Venmo;Every 3 Months
1451;60;Male;California;No;1;Bank Transfer;Quarterly
5929;40;Male;Montana;No;10;Cash;Every 3 Months
1106;64;Male;Idaho;No;48;Credit Card;Every 3 Months
8963;18;Male;Pennsylvania;No;38;Credit Card;Monthly
8760;37;Male;Maine;No;99999;Debit Card;Annually
7789;36;Male;Montana;No;38;Venmo;Monthly
5237;51;Male;New Jersey;No;31;Credit Card;Fortnightly
4317;26;Male;Louisiana;No;9;Debit Card;Fortnightly
6206;68;Male;Maine;No;47;Cash;Weekly
5743;27;Male;Florida;No;99999;Cash;Bi-Weekly
2286;28;Male;Missouri;No;30;Debit Card;Annually
9851;49;Male;North Dakota;No;22;Bank Transfer;Quarterly
4668;70;Male;Connecticut;No;3;Bank Transfer;Quarterly
1406;30;Male;Virginia;No;15;PayPal;Monthly
8089;27;Male;Montana;No;10;Bank Transfer;Every 3 Months
5432;19;Male;Vermont;No;19;Cash;Every 3 Months
5629;64;Male;Georgia;No;36;Bank Transfer;Fortnightly
8094;42;Male;Virginia;No;12;Bank Transfer;Every 3 Months
3852;69;Male;Vermont;No;49;Debit Card;Quarterly
4240;28;Male;Montana;No;7;Debit Card;Annually
8211;47;Male;New Jersey;No;28;Bank Transfer;Monthly
2484;69;Male;Wyoming;No;30;Credit Card;Annually
6991;56;Male;Maine;No;29;PayPal;Monthly
4524;28;Male;New Mexico;No;9;Debit Card;Every 3 Months
4285;50;Male;Colorado;No;27;Debit Card;Fortnightly
4056;39;Male;Connecticut;No;21;Venmo;Fortnightly
5713;35;Male;Maryland;No;36;Credit Card;Monthly
3871;59;Male;Oregon;No;19;Debit Card;Annually
2939;44;Male;New York;No;47;Cash;Weekly
8723;66;Male;Oklahoma;No;38;Bank Transfer;Annually
5857;20;Male;Alabama;No;22;Venmo;Bi-Weekly
1731;45;Male;North Dakota;No;29;Venmo;Bi-Weekly
8207;49;Male;Nebraska;No;42;Bank Transfer;Annually
8390;60;Male;Arizona;No;47;PayPal;Every 3 Months
3249;61;Male;Illinois;No;99999;Credit Card;Bi-Weekly
9572;36;Male;South Carolina;No;10;Venmo;Monthly
7759;33;Male;Kansas;No;1;PayPal;Every 3 Months
5249;49;Male;Kansas;No;7;Credit Card;Monthly
5063;31;Male;Idaho;No;10;Venmo;Fortnightly
1880;19;Male;California;No;11;Credit Card;Weekly
2672;39;Male;North Dakota;No;99999;Cash;Annually
5691;66;Male;Georgia;No;99999;PayPal;Quarterly
7898;25;Male;Illinois;No;24;Bank Transfer;Quarterly
5770;63;Male;Delaware;No;37;Credit Card;Fortnightly
1003;56;Male;Connecticut;No;22;Venmo;Every 3 Months
7271;20;Male;Tennessee;No;16;Debit Card;Fortnightly
3805;58;Male;Maryland;No;44;PayPal;Monthly
9519;34;Male;Rhode Island;No;14;Venmo;Bi-Weekly
8030;28;Male;New York;No;23;Bank Transfer;Every 3 Months
6408;22;Male;New Mexico;No;46;Debit Card;Fortnightly
2988;37;Male;California;No;46;Cash;Every 3 Months
5760;54;Male;Maine;No;16;PayPal;Every 3 Months
6757;65;Male;New York;No;40;Credit Card;Every 3 Months
4301;57;Male;Hawaii;No;21;Cash;Annually
1248;38;Male;New Hampshire;No;25;PayPal;Bi-Weekly
4879;70;Male;Nebraska;No;25;Bank Transfer;Quarterly
4347;56;Male;Montana;No;25;Debit Card;Every 3 Months
4025;56;Male;Wisconsin;No;27;Venmo;Monthly
9478;22;Male;Tennessee;No;12;Cash;Monthly
3954;57;Male;Montana;No;27;Debit Card;Quarterly
7922;53;Male;Michigan;No;40;Credit Card;Bi-Weekly
3480;53;Male;Texas;No;99999;Credit Card;Quarterly
6076;19;Male;Pennsylvania;No;44;Bank Transfer;Every 3 Months
9127;49;Male;New York;No;27;Venmo;Every 3 Months
1484;44;Male;Alabama;No;30;Credit Card;Every 3 Months
8563;27;Male;Virginia;No;24;Credit Card;Monthly
1246;60;Male;Pennsylvania;No;38;Cash;Bi-Weekly
3115;62;Male;Mississippi;No;4;PayPal;Quarterly
8268;52;Male;Wyoming;No;32;Venmo;Monthly
4997;30;Male;New Mexico;No;99999;Credit Card;Fortnightly
1919;66;Male;North Dakota;No;28;Bank Transfer;Bi-Weekly
9674;29;Male;New Jersey;No;6;Debit Card;Every 3 Months
4115;24;Male;Vermont;No;24;PayPal;Monthly
7461;51;Male;Alaska;No;38;Venmo;Weekly
9707;67;Male;Indiana;No;28;Debit Card;Annually
3017;50;Male;Alabama;No;9;PayPal;Fortnightly
5263;37;Male;Michigan;No;99999;Debit Card;Every 3 Months
1612;69;Male;Washington;No;31;Debit Card;Monthly
5232;60;Male;Virginia;No;18;Credit Card;Quarterly
1730;21;Male;Tennessee;No;5;Cash;Weekly
7273;44;Male;South Dakota;No;22;Cash;Annually
2578;26;Male;New Hampshire;No;37;PayPal;Bi-Weekly
3365;40;Male;South Dakota;No;22;Debit Card;Monthly
9049;41;Male;Pennsylvania;No;36;PayPal;Fortnightly
5358;62;Male;Wisconsin;No;23;PayPal;Annually
7487;39;Male;California;No;44;Debit Card;Weekly
1015;53;Male;Rhode Island;No;25;Bank Transfer;Annually
9202;24;Male;Alabama;No;40;PayPal;Quarterly
5951;41;Male;Oklahoma;No;12;PayPal;Weekly
9193;19;Male;Illinois;No;14;Venmo;Monthly
7205;36;Male;Tennessee;No;14;Debit Card;Monthly
1084;21;Male;Alabama;No;10;Debit Card;Annually
9531;25;Male;Kansas;No;17;Bank Transfer;Every 3 Months
7413;65;Male;Arizona;No;24;Debit Card;Fortnightly
8264;42;Male;Michigan;No;31;Bank Transfer;Quarterly
9400;40;Male;Missouri;No;36;Cash;Annually
1323;58;Male;Louisiana;No;38;PayPal;Every 3 Months
7541;40;Male;Connecticut;No;23;Debit Card;Fortnightly
7266;62;Male;Connecticut;No;47;PayPal;Bi-Weekly
8295;38;Male;Oregon;No;20;Venmo;Weekly
6249;37;Male;West Virginia;No;41;Venmo;Monthly
6136;65;Male;Florida;No;44;Bank Transfer;Fortnightly
7088;55;Male;New Hampshire;No;31;Cash;Monthly
8152;43;Male;Oregon;No;11;Credit Card;Bi-Weekly
5796;43;Male;Oregon;No;25;PayPal;Bi-Weekly
3921;45;Male;Utah;No;31;Cash;Weekly
1307;64;Male;Missouri;No;40;Debit Card;Weekly
3927;28;Male;West Virginia;No;23;Credit Card;Bi-Weekly
1301;69;Male;California;No;5;Debit Card;Quarterly
3362;54;Male;California;No;26;PayPal;Weekly
9278;52;Male;Illinois;No;11;Credit Card;Bi-Weekly
5665;23;Male;Hawaii;No;44;Debit Card;Every 3 Months
9611;26;Male;Washington;No;47;Cash;Every 3 Months
4837;48;Male;Wisconsin;No;99999;PayPal;Monthly
7316;49;Male;Virginia;No;35;Cash;Every 3 Months
6843;53;Male;Oregon;No;8;Bank Transfer;Bi-Weekly
1356;69;Male;Pennsylvania;No;30;Bank Transfer;Weekly
9512;26;Male;Virginia;No;14;Credit Card;Bi-Weekly
5058;21;Male;Hawaii;No;30;Bank Transfer;Weekly
8001;59;Male;Nebraska;No;26;Credit Card;Every 3 Months
7309;21;Male;Alaska;No;32;Venmo;Fortnightly
9867;22;Male;Michigan;No;99999;Cash;Every 3 Months
7807;26;Male;North Carolina;No;11;Credit Card;Every 3 Months
3305;41;Male;North Carolina;No;28;PayPal;Annually
1744;37;Male;Minnesota;No;99999;Debit Card;Every 3 Months
2832;30;Male;Georgia;No;45;Credit Card;Weekly
2350;49;Male;West Virginia;No;7;Credit Card;Every 3 Months
1287;49;Male;Delaware;No;28;Bank Transfer;Bi-Weekly
9161;58;Male;North Dakota;No;34;Bank Transfer;Quarterly
1552;70;Male;Florida;No;26;Debit Card;Every 3 Months
1832;27;Male;Oregon;No;45;Cash;Quarterly
6914;65;Male;Idaho;No;99999;Debit Card;Annually
5829;57;Male;Virginia;No;47;Credit Card;Fortnightly
9926;20;Male;North Dakota;No;42;Cash;Quarterly
8898;34;Male;Alabama;No;27;Bank Transfer;Every 3 Months
9538;59;Male;Hawaii;No;43;Venmo;Monthly
1078;54;Male;Oregon;No;16;Cash;Bi-Weekly
8285;36;Male;Utah;No;40;Credit Card;Monthly
6549;21;Male;Hawaii;No;29;Cash;Bi-Weekly
